person_id,person_name,surname,unique_attribute,sex,tribe,person_notes,name_instance,person_sequence,description
Eshcol_1,Eshcol,,the Amorite (GEN 14:13),male,Amorite,"In this dataset, Eshcol is described as the Amorite (GEN 14:13). Recorded as male; listed with tribe: Amorite.",1,121,"In this dataset, Eshcol is described as the Amorite (GEN 14:13). Recorded as male; listed with tribe: Amorite."
Aner_1,Aner,,the Amorite (GEN 14:13),male,Amorite,"In this dataset, Aner is described as the Amorite (GEN 14:13). Recorded as male; listed with tribe: Amorite.",1,122,"In this dataset, Aner is described as the Amorite (GEN 14:13). Recorded as male; listed with tribe: Amorite."
Melchizedek_1,Melchizedek,,"King of Salem, a priest of G-d Most High (GEN 14:18)",male,,"In this dataset, Melchizedek is described as King of Salem, a priest of G-d Most High (GEN 14:18). Recorded as male.",1,123,"In this dataset, Melchizedek is described as King of Salem, a priest of G-d Most High (GEN 14:18). Recorded as male."
Eliezer_1,Eliezer,,of Damascus (GEN 15:2),male,,"In this dataset, Eliezer is described as of Damascus (GEN 15:2). Recorded as male.",1,124,"In this dataset, Eliezer is described as of Damascus (GEN 15:2). Recorded as male."
Hagar_1,Hagar,,the Egyptian servant of Sarai (GEN 16:1),female,,"In this dataset, Hagar is described as the Egyptian servant of Sarai (GEN 16:1). Recorded as female.",1,125,"In this dataset, Hagar is described as the Egyptian servant of Sarai (GEN 16:1). Recorded as female."
the angel of the LORD_1,the angel of the LORD,,"definite article ""the"" angel (GEN 16:7, GEN 22:11, EXO 3:2, NUM 22:22, JDG 2:1, etc.)",male,,"In this dataset, the angel of the LORD is described as definite article ""the"" angel (GEN 16:7, GEN 22:11, EXO 3:2, NUM 22:22, JDG 2:1, etc.). Recorded as male.",1,126,"In this dataset, the angel of the LORD is described as definite article ""the"" angel (GEN 16:7, GEN 22:11, EXO 3:2, NUM 22:22, JDG 2:1, etc.). Recorded as male."
Ishmael_1,Ishmael,,son of Abram and Hagar (GEN 16:15),male,,"In this dataset, Ishmael is described as son of Abram and Hagar (GEN 16:15). Recorded as male.",1,127,"In this dataset, Ishmael is described as son of Abram and Hagar (GEN 16:15). Recorded as male."
Isaac_1,Isaac,,son of Abraham and Sarah (GEN 17:21),male,,"In this dataset, Isaac is described as son of Abraham and Sarah (GEN 17:21). Recorded as male.",1,128,"In this dataset, Isaac is described as son of Abraham and Sarah (GEN 17:21). Recorded as male."
Wife of Lot_1,Wife of Lot,,became a pillar (not a statue) of salt (GEN 19:26),female,,"In this dataset, Wife of Lot is described as became a pillar (not a statue) of salt (GEN 19:26). Recorded as female.",1,129,"In this dataset, Wife of Lot is described as became a pillar (not a statue) of salt (GEN 19:26). Recorded as female."
Firstborn of Lot_1,Firstborn of Lot,,mother of Moab (GEN 19:37),female,,"In this dataset, Firstborn of Lot is described as mother of Moab (GEN 19:37). Recorded as female.",1,130,"In this dataset, Firstborn of Lot is described as mother of Moab (GEN 19:37). Recorded as female."
Younger of Lot_1,Younger of Lot,,mother of Ben-ammi (GEN 19:38),female,,"In this dataset, Younger of Lot is described as mother of Ben-ammi (GEN 19:38). Recorded as female.",1,131,"In this dataset, Younger of Lot is described as mother of Ben-ammi (GEN 19:38). Recorded as female."
Moab_1,Moab,,son of Lot and forebear of the Moabites (GEN 19:37),male,Moabite,"In this dataset, Moab is described as son of Lot and forebear of the Moabites (GEN 19:37). Recorded as male; listed with tribe: Moabite.",1,132,"In this dataset, Moab is described as son of Lot and forebear of the Moabites (GEN 19:37). Recorded as male; listed with tribe: Moabite."
Ben-ammi_1,Ben-ammi,,son of Lot and forebear of the Ammonites (GEN 19:38),male,Ammonite,"In this dataset, Ben-ammi is described as son of Lot and forebear of the Ammonites (GEN 19:38). Recorded as male; listed with tribe: Ammonite.",1,133,"In this dataset, Ben-ammi is described as son of Lot and forebear of the Ammonites (GEN 19:38). Recorded as male; listed with tribe: Ammonite."
Abimelech_1,Abimelech,,King of Gerar who took Sarah (GEN 20:2),male,,"In this dataset, Abimelech is described as King of Gerar who took Sarah (GEN 20:2). Recorded as male.",1,134,"In this dataset, Abimelech is described as King of Gerar who took Sarah (GEN 20:2). Recorded as male."
Phicol_1,Phicol,,commander of Abimelech's army (GEN 21:22),male,,"In this dataset, Phicol is described as commander of Abimelech's army (GEN 21:22). Recorded as male.",1,135,"In this dataset, Phicol is described as commander of Abimelech's army (GEN 21:22). Recorded as male."
Uz_2,Uz,,son of Nahor (GEN 22:20-21),male,,"In this dataset, Uz is described as son of Nahor (GEN 22:20-21). Recorded as male.",2,136,"In this dataset, Uz is described as son of Nahor (GEN 22:20-21). Recorded as male."
Buz_1,Buz,,son of Nahor (GEN 22:20-21),male,,"In this dataset, Buz is described as son of Nahor (GEN 22:20-21). Recorded as male.",1,137,"In this dataset, Buz is described as son of Nahor (GEN 22:20-21). Recorded as male."
Kemuel_1,Kemuel,,son of Nahor (GEN 22:20-21),male,,"In this dataset, Kemuel is described as son of Nahor (GEN 22:20-21). Recorded as male.",1,138,"In this dataset, Kemuel is described as son of Nahor (GEN 22:20-21). Recorded as male."
Aram_2,Aram,,son of Kemuel (GEN 22:21),male,,"In this dataset, Aram is described as son of Kemuel (GEN 22:21). Recorded as male.",2,139,"In this dataset, Aram is described as son of Kemuel (GEN 22:21). Recorded as male."
Chesed_1,Chesed,,son of Nahor (GEN 22:22),male,,"In this dataset, Chesed is described as son of Nahor (GEN 22:22). Recorded as male.",1,140,"In this dataset, Chesed is described as son of Nahor (GEN 22:22). Recorded as male."
Hazo_1,Hazo,,son of Nahor (GEN 22:22),male,,"In this dataset, Hazo is described as son of Nahor (GEN 22:22). Recorded as male.",1,141,"In this dataset, Hazo is described as son of Nahor (GEN 22:22). Recorded as male."
Pildash_1,Pildash,,son of Nahor (GEN 22:22),male,,"In this dataset, Pildash is described as son of Nahor (GEN 22:22). Recorded as male.",1,142,"In this dataset, Pildash is described as son of Nahor (GEN 22:22). Recorded as male."
Jidlaph_1,Jidlaph,,son of Nahor (GEN 22:22),male,,"In this dataset, Jidlaph is described as son of Nahor (GEN 22:22). Recorded as male.",1,143,"In this dataset, Jidlaph is described as son of Nahor (GEN 22:22). Recorded as male."
Bethuel_1,Bethuel,,"son of Nahor via his wife, Milcah (GEN 22:22)",male,,"In this dataset, Bethuel is described as son of Nahor via his wife, Milcah (GEN 22:22). Recorded as male.",1,144,"In this dataset, Bethuel is described as son of Nahor via his wife, Milcah (GEN 22:22). Recorded as male."
Rebekah_1,Rebekah,,"daughter of Bethuel, grandaughter of Nahor (GEN 22:23)",female,,"In this dataset, Rebekah is described as daughter of Bethuel, grandaughter of Nahor (GEN 22:23). Recorded as female.",1,145,"In this dataset, Rebekah is described as daughter of Bethuel, grandaughter of Nahor (GEN 22:23). Recorded as female."
Reumah_1,Reumah,,concubine of Nahor (GEN 22:24),female,,"In this dataset, Reumah is described as concubine of Nahor (GEN 22:24). Recorded as female.",1,146,"In this dataset, Reumah is described as concubine of Nahor (GEN 22:24). Recorded as female."
Tebah_1,Tebah,,"son of Nahor via his concubine, Reumah (GEN 22:24)",male,,"In this dataset, Tebah is described as son of Nahor via his concubine, Reumah (GEN 22:24). Recorded as male.",1,147,"In this dataset, Tebah is described as son of Nahor via his concubine, Reumah (GEN 22:24). Recorded as male."
Gaham_1,Gaham,,"son of Nahor via his concubine, Reumah (GEN 22:24)",male,,"In this dataset, Gaham is described as son of Nahor via his concubine, Reumah (GEN 22:24). Recorded as male.",1,148,"In this dataset, Gaham is described as son of Nahor via his concubine, Reumah (GEN 22:24). Recorded as male."
Tahash_1,Tahash,,"son of Nahor via his concubine, Reumah (GEN 22:24)",male,,"In this dataset, Tahash is described as son of Nahor via his concubine, Reumah (GEN 22:24). Recorded as male.",1,149,"In this dataset, Tahash is described as son of Nahor via his concubine, Reumah (GEN 22:24). Recorded as male."
Maacah_1,Maacah,,"son of Nahor via his concubine, Reumah (GEN 22:24)",male,,"In this dataset, Maacah is described as son of Nahor via his concubine, Reumah (GEN 22:24). Recorded as male.",1,150,"In this dataset, Maacah is described as son of Nahor via his concubine, Reumah (GEN 22:24). Recorded as male."
Zohar_1,Zohar,,father of Ephron who sold the cave at Machpelah to Abraham (GEN 23:8),male,Hittite,"In this dataset, Zohar is described as father of Ephron who sold the cave at Machpelah to Abraham (GEN 23:8). Recorded as male; listed with tribe: Hittite.",1,151,"In this dataset, Zohar is described as father of Ephron who sold the cave at Machpelah to Abraham (GEN 23:8). Recorded as male; listed with tribe: Hittite."
Ephron_1,Ephron,,sold the cave at Machpelah to Abraham (GEN 23:16),male,Hittite,"In this dataset, Ephron is described as sold the cave at Machpelah to Abraham (GEN 23:16). Recorded as male; listed with tribe: Hittite.",1,152,"In this dataset, Ephron is described as sold the cave at Machpelah to Abraham (GEN 23:16). Recorded as male; listed with tribe: Hittite."
Laban_1,Laban,,brother of Rebekah (GEN 24:29),male,,"In this dataset, Laban is described as brother of Rebekah (GEN 24:29). Recorded as male.",1,153,"In this dataset, Laban is described as brother of Rebekah (GEN 24:29). Recorded as male."
Keturah_1,Keturah,,Abraham's second wife after Sarah died (GEN 25:1),female,,"In this dataset, Keturah is described as Abraham's second wife after Sarah died (GEN 25:1). Recorded as female.",1,154,"In this dataset, Keturah is described as Abraham's second wife after Sarah died (GEN 25:1). Recorded as female."
Zimran_1,Zimran,,son of Abraham through Keturah (GEN 25:2),male,,"In this dataset, Zimran is described as son of Abraham through Keturah (GEN 25:2). Recorded as male.",1,155,"In this dataset, Zimran is described as son of Abraham through Keturah (GEN 25:2). Recorded as male."
Jokshan_1,Jokshan,,son of Abraham through Keturah (GEN 25:2),male,,"In this dataset, Jokshan is described as son of Abraham through Keturah (GEN 25:2). Recorded as male.",1,156,"In this dataset, Jokshan is described as son of Abraham through Keturah (GEN 25:2). Recorded as male."
Medan_1,Medan,,son of Abraham through Keturah (GEN 25:2),male,,"In this dataset, Medan is described as son of Abraham through Keturah (GEN 25:2). Recorded as male.",1,157,"In this dataset, Medan is described as son of Abraham through Keturah (GEN 25:2). Recorded as male."
Midian_1,Midian,,son of Abraham through Keturah (GEN 25:2),male,,"In this dataset, Midian is described as son of Abraham through Keturah (GEN 25:2). Recorded as male.",1,158,"In this dataset, Midian is described as son of Abraham through Keturah (GEN 25:2). Recorded as male."
Ishbak_1,Ishbak,,son of Abraham through Keturah (GEN 25:2),male,,"In this dataset, Ishbak is described as son of Abraham through Keturah (GEN 25:2). Recorded as male.",1,159,"In this dataset, Ishbak is described as son of Abraham through Keturah (GEN 25:2). Recorded as male."
Shuah_1,Shuah,,son of Abraham through Keturah (GEN 25:2),male,,"In this dataset, Shuah is described as son of Abraham through Keturah (GEN 25:2). Recorded as male.",1,160,"In this dataset, Shuah is described as son of Abraham through Keturah (GEN 25:2). Recorded as male."
Sheba_3,Sheba,,son of Jokshan (GEN 25:3),male,,"In this dataset, Sheba is described as son of Jokshan (GEN 25:3). Recorded as male.",3,161,"In this dataset, Sheba is described as son of Jokshan (GEN 25:3). Recorded as male."
Dedan_2,Dedan,,son of Jokshan (GEN 25:3),male,,"In this dataset, Dedan is described as son of Jokshan (GEN 25:3). Recorded as male.",2,162,"In this dataset, Dedan is described as son of Jokshan (GEN 25:3). Recorded as male."
Asshur_2,Asshur,,son of Dedan (GEN 25:3),male,,"In this dataset, Asshur is described as son of Dedan (GEN 25:3). Recorded as male.",2,163,"In this dataset, Asshur is described as son of Dedan (GEN 25:3). Recorded as male."
Letush_1,Letush,,son of Dedan (GEN 25:3),male,,"In this dataset, Letush is described as son of Dedan (GEN 25:3). Recorded as male.",1,164,"In this dataset, Letush is described as son of Dedan (GEN 25:3). Recorded as male."
Leum_1,Leum,,son of Dedan (GEN 25:3),male,,"In this dataset, Leum is described as son of Dedan (GEN 25:3). Recorded as male.",1,165,"In this dataset, Leum is described as son of Dedan (GEN 25:3). Recorded as male."
Ephah_1,Ephah,,son of Midian and grandson of Abraham through Keturah (GEN 25:4),male,,"In this dataset, Ephah is described as son of Midian and grandson of Abraham through Keturah (GEN 25:4). Recorded as male.",1,166,"In this dataset, Ephah is described as son of Midian and grandson of Abraham through Keturah (GEN 25:4). Recorded as male."
Epher_1,Epher,,son of Midian and grandson of Abraham through Keturah (GEN 25:4),male,,"In this dataset, Epher is described as son of Midian and grandson of Abraham through Keturah (GEN 25:4). Recorded as male.",1,167,"In this dataset, Epher is described as son of Midian and grandson of Abraham through Keturah (GEN 25:4). Recorded as male."
Hanoch_1,Hanoch,,son of Midian and grandson of Abraham through Keturah (GEN 25:4),male,,"In this dataset, Hanoch is described as son of Midian and grandson of Abraham through Keturah (GEN 25:4). Recorded as male.",1,168,"In this dataset, Hanoch is described as son of Midian and grandson of Abraham through Keturah (GEN 25:4). Recorded as male."
Abida_1,Abida,,son of Midian and grandson of Abraham through Keturah (GEN 25:4),male,,"In this dataset, Abida is described as son of Midian and grandson of Abraham through Keturah (GEN 25:4). Recorded as male.",1,169,"In this dataset, Abida is described as son of Midian and grandson of Abraham through Keturah (GEN 25:4). Recorded as male."
Eldaah_1,Eldaah,,son of Midian and grandson of Abraham through Keturah (GEN 25:4),male,,"In this dataset, Eldaah is described as son of Midian and grandson of Abraham through Keturah (GEN 25:4). Recorded as male.",1,170,"In this dataset, Eldaah is described as son of Midian and grandson of Abraham through Keturah (GEN 25:4). Recorded as male."
Nebaioth_1,Nebaioth,,firstborn son of Ishmael (GEN 25:13),male,Nebaioth,"In this dataset, Nebaioth is described as firstborn son of Ishmael (GEN 25:13). Recorded as male; listed with tribe: Nebaioth.",1,171,"In this dataset, Nebaioth is described as firstborn son of Ishmael (GEN 25:13). Recorded as male; listed with tribe: Nebaioth."
Kedar_1,Kedar,,second-born son of Ishmael (GEN 25:13),male,Kedar,"In this dataset, Kedar is described as second-born son of Ishmael (GEN 25:13). Recorded as male; listed with tribe: Kedar.",1,172,"In this dataset, Kedar is described as second-born son of Ishmael (GEN 25:13). Recorded as male; listed with tribe: Kedar."
Adbeel_1,Adbeel,,third-born son of Ishmael (GEN 25:13),male,Adbeel,"In this dataset, Adbeel is described as third-born son of Ishmael (GEN 25:13). Recorded as male; listed with tribe: Adbeel.",1,173,"In this dataset, Adbeel is described as third-born son of Ishmael (GEN 25:13). Recorded as male; listed with tribe: Adbeel."
Mibsam_1,Mibsam,,fourth-born son of Ishmael (GEN 25:13),male,Mibsam,"In this dataset, Mibsam is described as fourth-born son of Ishmael (GEN 25:13). Recorded as male; listed with tribe: Mibsam.",1,174,"In this dataset, Mibsam is described as fourth-born son of Ishmael (GEN 25:13). Recorded as male; listed with tribe: Mibsam."
Mishma_1,Mishma,,fifth-born son of Ishmael (GEN 25:14),male,Mishma,"In this dataset, Mishma is described as fifth-born son of Ishmael (GEN 25:14). Recorded as male; listed with tribe: Mishma.",1,175,"In this dataset, Mishma is described as fifth-born son of Ishmael (GEN 25:14). Recorded as male; listed with tribe: Mishma."
Dumah_1,Dumah,,sixth-born son of Ishmael (GEN 25:14),male,Dumah,"In this dataset, Dumah is described as sixth-born son of Ishmael (GEN 25:14). Recorded as male; listed with tribe: Dumah.",1,176,"In this dataset, Dumah is described as sixth-born son of Ishmael (GEN 25:14). Recorded as male; listed with tribe: Dumah."
